subject,dishab_trial_num,dishab_diff,agedays,complexity,sd_volatility,mad_volatility,cv_volatility,range_volatility,mad_robust_volatility,garch_volatility,decay_rate,decay_rates_random,group,age_in_months,age
gerson_2014a.1.1_observational.219,7,-1.5912224725427593,106.5,complex,10.80264674358403,8.431111111111111,1.3539979206497634,27.049999999999997,1.85,NA,-0.35694523374155745,-0.08481255359872872,infants,NA,NA
gerson_2014a.1.1_observational.220,7,0.3860812412871161,110.5,complex,1.8014623689288285,1.3377777777777777,0.5388222439468081,4.98,1.33,NA,-0.3981694028853626,-0.03194648294585463,infants,NA,NA
gerson_2014a.1.1_observational.223,7,2.251291798606495,105.6,complex,3.7818870950889054,3.1283333333333334,0.8320983707566348,8.96,2.04,NA,-0.38312936738843206,-0.04551055136313204,infants,NA,NA
gerson_2014a.1.1_observational.232,7,-0.16034265007517934,116.6,complex,2.95286132420742,2.275,0.7927144494516565,7.829999999999999,2.3,NA,-0.39229746311923763,-0.04501010438647623,infants,NA,NA
gerson_2014a.1.1_observational.233,7,-0.02453625264946968,91.3,complex,4.144459755706003,2.791111111111111,0.938368246574944,10.84,0.685,NA,-0.39151571579523403,-0.025278874524112316,infants,NA,NA
gerson_2014a.1.1_observational.234,7,0.008658062743114592,121.8,complex,3.339542882890811,2.3044444444444445,0.8383789664161031,9.26,1.1349999999999998,NA,-0.3883069366038922,-0.04333038733792996,infants,NA,NA
gerson_2014a.1.1_control.168,7,-1.337916405833776,108.7,complex,10.984165724654133,9.428333333333333,0.708579661842004,25.38,9.13,8.50319335245032,-0.21032403622134296,0.02876880011906008,infants,NA,NA
gerson_2014a.1.1_control.169,7,1.4924008671144382,104.4,complex,5.54870225067688,3.868888888888889,0.9748818009974021,14.240000000000002,0.5199999999999998,NA,-0.367459815060111,-0.05976830214852221,infants,NA,NA
gerson_2014a.1.1_control.171,7,1.109210419659933,108.7,complex,13.440477174068883,10.89,0.893252802884507,31.83,8.38,NA,-0.26404952081297384,-0.17176551763648565,infants,NA,NA
gerson_2014a.1.1_control.174,7,0.19806991376209376,91.3,complex,4.6972619684237324,4.026666666666666,1.2443078062049622,9.879999999999999,0.8100000000000002,2.760404157960636,-0.39410295130494444,-0.042770444941962416,infants,NA,NA
gerson_2014a.1.1_control.175,7,2.308029303421891,106.5,complex,10.2324223264419,6.751111111111111,1.0797491023329477,27.88,2.57,NA,-0.3122585072447543,-0.05984795021788575,infants,NA,NA
gerson_2014a.1.1_control.178,7,1.504077396776274,100.5,complex,12.183332330141317,10.653333333333332,0.8547707434617388,29.43,9.17,NA,-0.26914127991658215,-0.16747086959137214,infants,NA,NA
gerson_2014a.1.1_control.180,7,1.1453573014914866,94.4,complex,11.447959934707436,8.645555555555555,1.3732059098009721,28.91,1.2149999999999999,NA,-0.3238617265786927,-0.05398407128286156,infants,NA,NA
gerson_2014a.1.1_control.181,7,-0.40546510810816433,92.2,complex,18.31652223176296,12.46111111111111,2.118333334436734,45.31,0.275,3.259359133924207,-0.3526695852435558,-0.20205815464389815,infants,NA,NA
gerson_2014a.1.1_control.182,7,1.1577396092867278,95.3,complex,4.70147919985473,3.8422222222222224,0.7372941766630523,11.68,2.84,3.05846378914112,-0.35735896089896624,-0.049906710824890385,infants,NA,NA
gerson_2014a.1.1_control.183,7,-0.590493026499862,100.5,complex,6.586548160202479,5.042222222222223,1.145154707656183,17.3,2.13,NA,-0.3672596281774808,-0.0689702536151269,infants,NA,NA
gerson_2014a.1.1_control.186,7,0.3568106199446388,103.5,complex,9.10205636106479,7.423333333333334,0.7756332646838338,23.400000000000002,2.415,NA,-0.3026248976479191,-0.14082123189110857,infants,NA,NA
gerson_2014a.1.1_control.187,7,0.47747564408443655,110.5,complex,3.4670434090158144,2.746666666666667,0.7011210129455641,8.8,1.0899999999999996,2.040645365131405,-0.38095514173431766,-0.04975850276315734,infants,NA,NA
gerson_2014a.1.1_control.189,7,0.9422050206396255,120.8,complex,12.930224153767275,8.22722222222222,1.0103053121839258,35,5.125,NA,-0.25688269951267656,0.0198168923389751,infants,NA,NA
gerson_2014a.1.1_control.191,7,-1.5264246954682708,100.5,complex,2.068462391890814,1.8016666666666665,0.44403486051323376,4.72,1.5500000000000003,NA,-0.386018171235975,-0.03654487179436739,infants,NA,NA
gerson_2014a.1.1_control.193,7,-1.7117167615545186,118.7,complex,3.7123007241691326,2.6883333333333335,0.5745113320870465,10.75,2.275,3.111587971523264,-0.35624198346413694,-0.05905254446951473,infants,NA,NA
gerson_2014a.1.1_control.194,7,0.49653637395263406,107.5,complex,4.109048551672273,3.44,0.656397532216018,9.54,0.8800000000000001,NA,-0.36469827472911875,-0.06004136382943939,infants,NA,NA
gerson_2014a.1.1_control.196,7,1.4024672203654918,104.4,complex,4.354356056487189,3.238888888888889,1.1700016273588507,11.66,1.295,3.51629280410466,-0.3906488350114874,-0.04123013700169267,infants,NA,NA
gerson_2014a.1.1_control.201,7,0.8413727151236887,109.6,complex,16.596123342515867,11.248333333333333,1.6073727208247814,41.84,0.8599999999999997,5.154836756703483,-0.33150011361170284,-0.1926020166029977,infants,NA,NA
gerson_2014a.1.1_control.204,7,-0.05188483536901167,103.5,complex,5.931942908244033,3.997777777777778,1.3902991191196954,15.560000000000002,0.83,1.4310192546847933,-0.390638614855275,-0.05691407568450406,infants,NA,NA
gerson_2014a.1.1_control.205,7,0.7950534613496841,104.4,complex,5.280556788824451,3.5066666666666664,0.9724782299860868,14.09,1.2399999999999998,NA,-0.36994852088708835,-0.05633321202920933,infants,NA,NA
gerson_2014a.1.1_control.210,7,1.3380163608540998,108.7,complex,1.665024524343911,1.318888888888889,0.550724759981448,4.32,1.0750000000000002,NA,-0.39964968366783854,-0.035915755797494855,infants,NA,NA
gerson_2014a.1.1_control.211,7,0.17058261054544221,100.5,complex,18.044922831644364,13.94,0.467001108479409,49.97,11.205,13.50352755957464,0.03460707767952234,0.08446044209324302,infants,NA,NA
gerson_2014a.1.1_control.212,7,1.7049917866468447,104.4,complex,7.140982425408986,5.156666666666667,0.9267984977818282,19.05,1.575,NA,-0.34408758671977147,-0.07707387564393016,infants,NA,NA
gerson_2014a.1.1_control.213,7,-0.13422176199954328,114.8,complex,3.1013056390279674,2.338888888888889,0.8244498818860347,8.48,1.4650000000000003,NA,-0.39328747739652764,-0.04555339290921276,infants,NA,NA
gerson_2014b.1.1_active.32,7,-1.9299098077088725,106.5,complex,2.3764230824217027,1.7655555555555555,0.6719386660947322,6.88,1.3,NA,-0.3948433084746975,-0.03643435068002306,infants,NA,NA
gerson_2014b.1.1_active.67,7,-2.075401132142831,98.3,complex,6.2753666559545875,4.1977777777777785,1.0464758181136053,16.47,1.39,NA,-0.36002940466628164,-0.043098732205717194,infants,NA,NA
gerson_2014b.1.1_active.69,7,1.586965056582042,119.6,complex,2.348202858925665,1.955,0.6705957712305565,5.7299999999999995,1.9150000000000003,NA,-0.3925723968852239,-0.03493100198190979,infants,NA,NA
gerson_2014b.1.1_active.72,7,0.9238809011408307,104.4,complex,2.2089431862318234,1.5266666666666666,0.6870740859196963,5.67,0.32000000000000006,0.7960763810110233,-0.40029853863851694,-0.03747419232056397,infants,NA,NA
gerson_2014b.1.1_active.76,7,0.384219999494428,116.6,complex,3.377044072360719,2.7444444444444445,0.6249927339347413,7.59,1.89,NA,-0.3729951270598786,-0.05252920808475495,infants,NA,NA
gerson_2014b.1.1_active.77,7,-0.9689764989444175,105.6,complex,2.1432187631379738,1.6688888888888889,0.2663486449632942,5.7299999999999995,1.6299999999999994,1.0542749740236683,-0.33706560224095017,-0.04604834296514215,infants,NA,NA
gerson_2014b.1.1_active.78,7,0.9708879149238785,96.5,complex,0.2534298061922999,0.18888888888888888,0.15806432818646562,0.71,0.18000000000000005,NA,-0.4172793301287552,-0.025396965860898513,infants,NA,NA
gerson_2014b.1.1_active.79,7,-2.1080463522615,106.5,complex,41.30721426094963,27.42666666666667,1.3711938343883694,109.48,15.600000000000001,NA,-0.08390941364534121,-0.12741057475503947,infants,NA,NA
gerson_2014b.1.1_active.81,7,-0.15835899745304527,116.6,complex,2.7658880430463317,2.2444444444444445,0.40211602273511005,6.57,1.96,1.1721568217233191,-0.35298807236976437,-0.04830638029716153,infants,NA,NA
gerson_2014b.1.1_active.86,7,-0.7991653746367422,125.7,complex,6.2102839441257975,4.6755555555555555,0.9343456285043829,16.18,3.1599999999999997,NA,-0.36127259075479967,-0.07932339129820741,infants,NA,NA
gerson_2014b.1.1_active.88,7,0.7134083656997674,113.5,complex,14.66422415267852,9.7716666666666665,1.603523690834174,37.38,0.9050000000000002,2.7183083247847666,-0.34195033689493176,-0.18226961207862663,infants,NA,NA
gerson_2014b.1.1_active.91,7,3.384874407630225,119.6,complex,11.708918680504475,7.8405555555555555,1.5762511124753613,30.25,2.13,2.666870269626061,-0.35822459385819116,-0.13042043179141674,infants,NA,NA
gerson_2014b.1.1_active.92,7,1.6838963928283541,104.4,complex,6.606560375868822,4.616666666666666,1.4424804314124067,17,0.565,NA,-0.37953769671533244,-0.045543978727013164,infants,NA,NA
gerson_2014b.1.1_active.94,7,0.7473729181181017,105.6,complex,14.226087304666734,11.703333333333333,0.9471429630270795,36.32,9.89,6.700192843950466,-0.2539457269134316,-0.16888869644629764,infants,NA,NA
gerson_2014b.1.1_active.95,7,0.4721878310605767,111.7,complex,21.1407969733089,13.811111111111112,1.1057866083153465,56.800000000000004,8.075,NA,-0.2332475246159519,-0.29294668877497587,infants,NA,NA
gerson_2014b.1.1_active.102,7,1.8910776704299188,91.3,complex,3.3896666502769857,2.56,1.1451576521206033,8.610000000000001,0.84,1.014448456181744,-0.4023506394136028,-0.041204787361019686,infants,NA,NA
gerson_2014b.1.1_active.144,7,-1.120488161024834,94.4,complex,8.821103672443716,6.706666666666667,0.9183866395048116,23.23,6.659999999999999,4.18151540022112,-0.3065297179467438,-0.032474848373544196,infants,NA,NA
gerson_2014b.1.1_active.143,7,0.48748792109134476,120.8,complex,4.459388971596893,3.6550000000000002,0.6887087214821457,10.66,4.19,NA,-0.36424040436467864,-0.02844939107787435,infants,NA,NA
gerson_2014b.1.1_active.146,7,3.258850401607882,110.5,complex,8.898360335852143,5.92611111111111,1.4256385050764449,23.509999999999998,1.94,4.848434537690198,-0.3552916148249631,-0.06447623311023948,infants,NA,NA
gerson_2014b.1.1_active.147,7,1.6387342819225312,109.6,complex,4.078601475996399,2.8666666666666667,1.2530265671263898,10.58,0.8599999999999999,NA,-0.39443871368877803,-0.0350716256799765,infants,NA,NA
gerson_2014b.1.1_active.148,7,1.1394342831883648,97.4,complex,16.23522764443624,12.385000000000002,0.9308300608372426,43.650000000000006,8.175,9.87268761106196,-0.19680603614498243,-0.07641245255404353,infants,NA,NA
gerson_2014b.1.1_active.151,7,0.19895152196097543,93.5,complex,8.711862602222329,6.641666666666667,0.7909089970242695,20.19,9.235000000000001,NA,-0.3070096070430538,-0.02060174120597144,infants,NA,NA
gerson_2014b.1.1_active.159,7,0.7329686747466169,119.6,complex,2.2097933538380157,1.7677777777777777,0.6709898847686282,5.37,1.5849999999999997,NA,-0.39884319161048554,-0.03832841947997065,infants,NA,NA
gerson_2014b.1.1_active.162,7,3.0515116146016807,107.5,complex,2.2719308968364333,1.7033333333333331,0.650051758751483,5.75,2.15,NA,-0.3947513195475799,-0.040259679890981864,infants,NA,NA
gerson_2014b.1.1_active.165,7,-2.908720896564361,107.5,complex,5.768191224292065,3.898333333333333,1.0146334607373906,15.1,0.5799999999999998,NA,-0.36738343075028224,-0.0535556226116607,infants,NA,NA
gerson_2014b.1.1_active.166,7,0.9697794168251412,95.3,complex,5.247137950032061,3.5483333333333333,1.102726014017246,14.069999999999999,2.075,3.8639194332940328,-0.3748004978068139,-0.040618707263485904,infants,NA,NA
gerson_2014b.1.1_active.167,7,1.7144906884372437,102.6,complex,9.681256977617457,6.502777777777777,1.468711551598097,25.540000000000003,1.7400000000000002,NA,-0.34924975827074745,-0.054769340303640245,infants,NA,NA
gerson_2014b.1.1_active.169,7,0.49686727151528376,107.5,complex,3.4903910955650796,2.8316666666666666,0.7817225298018096,9.03,2.4,NA,-0.3822024877777803,-0.048043426735266535,infants,NA,NA
gerson_2014b.1.1_active.171,7,0.05666540400498121,94.4,complex,11.277584256686655,9.203333333333333,0.67923615278177,28.950000000000003,7.344999999999999,NA,-0.21347384380832227,-0.08949509614424664,infants,NA,NA
gerson_2014b.1.1_active.173,7,2.0566135091236353,121.8,complex,7.806031001731931,6.256666666666667,0.7214446397164446,20.290000000000003,5.545,NA,-0.3088776918629404,-0.1100624480888998,infants,NA,NA
gerson_2014b.1.1_observational.19,7,1.4164473992905782,104.4,complex,2.9775291770190933,2.4833333333333334,0.6691076802290097,7.51,2.46,NA,-0.3839898080582002,-0.049029512052258126,infants,NA,NA
gerson_2014b.1.1_observational.27,7,-1.0956515167050773,104.4,complex,7.93790316561412,6.134444444444445,0.8885712498821776,20.720000000000002,3.835,NA,-0.3254726909942607,-0.02910175912837923,infants,NA,NA
gerson_2014b.1.1_observational.25,7,0.9722560223012381,119.6,complex,11.196037543107234,7.520555555555555,1.4773746483097296,28.16,0.32999999999999985,2.094230475325464,-0.35714981895185294,-0.12323132816441454,infants,NA,NA
gerson_2014b.1.1_observational.12,7,-0.785262469467751,97.4,complex,8.943345570869997,6.051666666666667,1.519684888847918,22.79,1.0499999999999998,NA,-0.36131714904178336,-0.059985667471168534,infants,NA,NA
gerson_2014b.1.1_observational.3,7,0.0067796869853787856,118.7,complex,4.438750574955375,3.1533333333333333,0.5518546094018286,13.18,2.28,NA,-0.34122498307079135,-0.07977181875474423,infants,NA,NA
gerson_2014b.1.1_observational.10,7,1.1962507582320256,105.6,complex,8.057291521762549,5.764444444444445,1.258296437547509,20.74,1.17,NA,-0.35193845162794457,-0.04843607944691254,infants,NA,NA
gerson_2014b.1.1_observational.30,7,0.1836647403404223,125.7,complex,3.6477646122888285,3.006666666666667,0.546345174082201,9.32,2.7900000000000005,3.2837641118940777,-0.355418233396556,-0.05942080972335598,infants,NA,NA
gerson_2014b.1.1_observational.21,7,1.0752389374828009,104.4,complex,1.8416885368233866,1.6016666666666666,0.579451034134259,4.63,1.335,NA,-0.39808473420669105,-0.031800107547316436,infants,NA,NA
gerson_2014b.1.1_observational.33,7,-1.7102426115560658,115.7,complex,20.37339997807599,13.972222222222221,1.4566301223600566,52.300000000000004,2.6550000000000002,NA,-0.268965496590866,-0.17533200189735065,infants,NA,NA
gerson_2014b.1.1_observational.39,7,0.5835213087889772,98.3,complex,9.013280756750008,7.39,0.6794783834715422,22.04,4.895,NA,-0.2816796678211716,-0.132332375751119,infants,NA,NA
gerson_2014b.1.1_observational.16,7,-1.533129719370776,118.7,complex,3.8970009836625223,2.767777777777778,0.6317753553627434,10.81,2.2849999999999997,NA,-0.3616879609591286,-0.06077641689184233,infants,NA,NA
gerson_2014b.1.1_observational.13,7,0.7834105929359525,119.6,complex,6.5961001104187815,5.358333333333333,0.7734336654780671,15.29,3.5550000000000006,4.109397302430764,-0.33569059545917185,-0.09455881065709806,infants,NA,NA
gerson_2014b.1.1_observational.11,7,1.5512436681893746,100.5,complex,20.96355639357661,14.645555555555557,1.3216490318531013,54.88,4.1850000000000005,16.387385456832632,-0.21960808866608839,-0.005626953338659965,infants,NA,NA
gerson_2014b.1.1_observational.18,7,-0.8417052452511435,97.4,complex,23.366073482722765,16.946666666666665,1.3652394672931796,59.97,4.68,NA,-0.22487344013345975,-0.13085809534291795,infants,NA,NA
gerson_2014b.1.1_observational.28,7,-0.959951667990171,111.7,complex,40.744531739445314,33.72555555555555,1.003889579651248,100.42,12.774999999999999,NA,-0.0802429616467992,-0.3550723622297395,infants,NA,NA
gerson_2014b.1.1_observational.40,7,0.6419668230972424,95.3,complex,43.37722797351932,28.892222222222223,1.3699514045747758,114.52000000000001,9.8,14.8213576246528,-0.1370164270609336,-0.43116876658166603,infants,NA,NA
gerson_2014b.1.1_observational.5,7,1.9684290125906634,92.2,complex,4.431793090838064,2.938333333333334,1.2716766401256998,11.610000000000001,1.07,0.844172162631035,-0.3983719214919926,-0.04497191906508172,infants,NA,NA
gerson_2014b.1.1_observational.22,7,-1.8328535355769506,119.6,complex,17.610687001552968,13.884444444444444,0.8229933951968051,47.3,10.64,NA,-0.19446262982683632,-0.22954459722217685,infants,NA,NA
gerson_2014b.1.1_observational.2,7,0.8730147483923333,111.7,complex,30.690394371312124,20.031111111111112,1.1788883881425911,84,10.425,18.26536898543046,-0.12640833118327782,-0.15229548679919075,infants,NA,NA
gerson_2014b.1.1_observational.24,7,1.7620000295762208,98.3,complex,55.53442704005027,45.54111111111111,0.7541681278355475,115.83,24.414999999999992,NA,0.06730916657498487,-0.18916024374366297,infants,NA,NA
gerson_2014b.1.1_observational.14,7,2.0407007133634054,96.5,complex,47.70415104230099,38.75777777777778,0.8951241751745245,109.27,28.46,NA,0.02048514006004501,-0.1390113909408589,infants,NA,NA
gerson_2014b.1.1_observational.34,7,2.395571491737186,99.5,complex,7.837109160908759,5.036666666666667,0.9735539330321439,21.48,2.6900000000000004,NA,-0.34709414845952336,-0.0889373860161697,infants,NA,NA
gerson_2014b.1.1_observational.26,7,0.06405604533815756,113.5,complex,22.039932319920283,15.037777777777778,1.328640549779179,56.66,3.2700000000000005,NA,-0.2303294776019069,-0.13287901705580027,infants,NA,NA
gerson_2014b.1.1_observational.35,7,-1.9024120794676467,114.8,complex,45.60946246851268,39.03333333333334,0.8975295992491836,114.21000000000001,30.505000000000003,NA,-0.028341766000257396,-0.3180109390926346,infants,NA,NA
gerson_2014b.1.1_observational.23,7,-0.01459879942115272,95.3,complex,13.95331931835576,11.316666666666666,0.8193375994336911,34.63,8.71,NA,-0.24096701727761816,-0.19627632678940543,infants,NA,NA
gerson_2014b.1.1_observational.20,7,-0.19902838929568012,93.5,complex,8.611407356911336,6.7811111111111115,0.9251288118436529,21.32,3.0249999999999995,3.676142020189392,-0.31567263848318156,-0.0722981713663689,infants,NA,NA
gerson_2014b.1.1_observational.7,7,0.5831462853456166,97.4,complex,4.996465417339207,3.463333333333333,0.6313983256957718,14.829999999999998,2.315,3.81668477126499,-0.3470182369780547,-0.07035838812972339,infants,NA,NA
gerson_2014b.1.1_observational.36,7,0.5340824859302578,113.5,complex,15.928130670818428,11.833333333333334,0.975789095618854,43.45,8.745000000000001,9.101822025163267,-0.2068656494589009,-0.0628732668921643,infants,NA,NA
gerson_2014b.1.1_observational.9,7,1.2297904873518768,95.3,complex,3.271222503387177,2.5283333333333333,0.7610443978411423,8.4,1.5850000000000002,NA,-0.3838385569144833,-0.04590597584527705,infants,NA,NA
gerson_2014b.1.1_observational.38,7,1.8500850361809078,104.4,complex,24.510609471546534,16.600555555555555,1.871276966907739,61.79,1.6949999999999998,15.155476311541003,-0.25208400206012227,-0.08421836763674159,infants,NA,NA
gerson_2014b.2.2.105,7,-0.9727320427791069,121.8,complex,1.3624928134367045,1.121111111111111,0.6327366006672003,3.2899999999999996,0.4249999999999998,NA,-0.41288436329016387,-0.02868567979959813,infants,NA,NA
gerson_2014b.2.2.125,7,0.6659961914939945,109.6,complex,2.194180180993955,1.8866666666666667,0.7162720939044467,5.41,1.6099999999999999,1.374084733761778,-0.39990723126315464,-0.038472628263124156,infants,NA,NA
gerson_2014b.2.2.97,7,0.9465960813694838,118.7,complex,2.9251626735391434,1.908888888888889,0.9585459334371851,8.030000000000001,0.8500000000000001,NA,-0.39913291097543835,-0.03291501624588131,infants,NA,NA
gerson_2014b.2.2.118,7,0.5306282510621705,115.7,complex,3.2261680055446584,2.6266666666666665,0.9488729428072525,7.460000000000001,1.7399999999999998,NA,-0.397847720288668,-0.04164215574548173,infants,NA,NA
gerson_2014b.2.2.46,7,1.1243490033121595,122.7,complex,2.054569703530807,1.521111111111111,0.5256894763831489,5.49,1.5499999999999998,1.0176206778937358,-0.39096776121626786,-0.04291702950453509,infants,NA,NA
gerson_2014b.2.2.38,7,-0.6500635944236337,110.5,complex,4.650697438736115,3.2311111111111113,1.144552281887477,12.26,0.7500000000000001,NA,-0.38523666816371355,-0.04432828906882815,infants,NA,NA
gerson_2014b.2.2.22,7,-0.4366053488438876,116.6,complex,3.2717299195787337,2.205,0.801567150570535,9.35,1.1949999999999998,NA,-0.3902270769456681,-0.04689976764488668,infants,NA,NA
gerson_2014b.2.2.115,7,1.2081308144746,109.6,complex,2.2852432401533687,1.715,0.5267560292324324,6.58,1.3000000000000003,1.5001179558519595,-0.38577210237343285,-0.046394907851994203,infants,NA,NA
gerson_2014b.2.2.106,7,1.8012768762149454,113.5,complex,4.826375106295269,3.3555555555555556,1.0603533737741346,12.75,1.2400000000000002,NA,-0.3782755822564601,-0.04125070652651372,infants,NA,NA
gerson_2014b.2.2.40,7,-0.19918536284595934,107.5,complex,3.01531866751537,2.1933333333333334,0.6507882016220222,8.28,1.3350000000000006,2.9676942491474105,-0.3804291850962065,-0.04433878357070725,infants,NA,NA
gerson_2014b.2.2.123,7,-1.6094379124341003,112.6,complex,3.348048187626138,2.1233333333333335,0.5278058099252976,9.7,1.3599999999999999,2.4218048523524582,-0.3607761702315444,-0.054085301871600835,infants,NA,NA
gerson_2014b.2.2.99,7,-0.3673652618758939,106.5,complex,5.153114268737562,3.8766666666666665,0.7581825800006222,14,3.045,NA,-0.35464602841004556,-0.06889618811103883,infants,NA,NA
gerson_2014b.2.2.110,7,0.6864222056522715,118.7,complex,7.439165947873458,5.391666666666667,0.780195694585575,21.3,4.035,NA,-0.3207047461551733,-0.08500170610751467,infants,NA,NA
gerson_2014b.2.2.107,7,-1.8707181659553331,118.7,complex,11.895171569450635,9.171111111111111,0.9371196089378127,30.090000000000003,1.8100000000000005,2.6923511124379353,-0.2956073355328037,-0.17676040606599966,infants,NA,NA
gerson_2014b.2.2.129,7,0.1880522315029397,111.7,complex,9.889106633058418,7.791666666666667,0.7674898434659231,26.34,7.61,NA,-0.28332314553790083,-0.14806782965299056,infants,NA,NA
gerson_2014b.2.2.132,7,-0.5783079209475752,121.8,complex,1.664228550009483,1.2377777777777779,0.5000185928921832,4.41,1,1.376370151800001,-0.3969674226542982,-0.035400591498643524,infants,NA,NA
gerson_2014b.2.2.131,7,0.16705408466316612,108.7,complex,4.7558991438703435,3.1705555555555556,1.0433416769002581,12.97,0.74,4.117193947661754,-0.37937885458355125,-0.042121044771475546,infants,NA,NA
gerson_2014b.2.2.29,7,1.0592371234332796,109.6,complex,4.934814079577872,3.3083333333333336,0.8695707629212109,13.01,0.9700000000000002,NA,-0.3660879921326977,-0.05110001785637904,infants,NA,NA
gerson_2014b.2.2.122,7,0.04879016416943205,114.8,complex,3.7008323388124458,2.54,0.6492688313706045,10.219999999999999,1.4,NA,-0.37125711162095115,-0.06024462289131344,infants,NA,NA
gerson_2014b.2.2.43,7,0.3566749439387324,94.4,complex,7.891982640629666,5.24,1.2039637895697433,21.09,2.5,2.7106059734075783,-0.363966690258019,-0.0936409967805203,infants,NA,NA
gerson_2014b.2.2.137,7,1.8441805995916623,95.3,complex,9.472080552866936,6.8,1.3541215944055662,24.33,1.63,4.120549449383433,-0.36336863979051304,-0.08554715978178826,infants,NA,NA
gerson_2014b.2.2.134,7,1.1670533142164388,102.6,complex,6.386524615678442,5.391666666666667,0.7677649307567752,15,5.605,NA,-0.34197056490683053,-0.08091986434335739,infants,NA,NA
gerson_2014b.2.2.160,7,0.9929239578950712,116.6,complex,6.601420049252029,5.226666666666667,0.7643481338385213,18,4.32,NA,-0.3292155337324679,-0.0737798233269959,infants,NA,NA
gerson_2014b.2.2.141,7,0,109.6,complex,12.908336324510092,8.57888888888889,1.0917679439957788,33.89,3.3549999999999995,NA,-0.30981060904488816,-0.1661718235757689,infants,NA,NA
gerson_2014b.2.2.120,7,0.34584242490879724,119.6,complex,16.48980533541861,12.083333333333332,1.1604366879253067,43.69,4.585000000000001,NA,-0.2680680543519412,-0.16097243284427915,infants,NA,NA
gerson_2014b.2.2.104,7,-0.25038419565568637,108.7,complex,11.728064489363396,8.685,0.8235036505111805,32.21,8.015,NA,-0.27114447492341276,-0.15140475783453147,infants,NA,NA
gerson_2014b.2.2.68,7,0.34325192360659185,107.5,complex,13.852427103820713,10.395,0.9242139733450937,36.04,6.609999999999999,NA,-0.22698826586377333,-0.02673830907913105,infants,NA,NA
gerson_2014b.2.2.18,7,-0.37534768564400744,121.8,complex,23.169723922970395,15.071111111111112,0.9295155358238992,64.84,5.990000000000001,NA,-0.17407579331137443,-0.30004192287101683,infants,NA,NA
gerson_2014b.2.2.163,7,-1.5754875862187192,111.7,complex,42.51793629360046,29.007777777777775,1.4161630829443919,112.30000000000001,15.334999999999999,17.837132491481942,-0.14255885996823614,-0.4123147036151268,infants,NA,NA
gerson_2014b.2.2.87,7,0.3769421041554226,125.7,complex,36.68241799554658,27.875,1.0179663659094376,96.14999999999999,18.275,NA,-0.10819400760652416,-0.36124224745013866,infants,NA,NA
hespos_2009.1.1_habtosolid.41,7,0.5443015529623798,162.2,simple,25.6862609190205,22.533333333333335,0.7445293020005942,54,22.700000000000003,19.266161620076474,-0.0857566619617888,-0.24515066835507088,infants,NA,NA
hespos_2009.1.1_habtosolid.22,7,2.579495068463915,161.2,simple,24.030376609616418,20.066666666666666,0.9332185091113172,52.099999999999994,11.899999999999999,NA,-0.16304601191540388,-0.2807052009386256,infants,NA,NA
hespos_2009.1.1_habtosolid.39,7,0.12693070859317057,165.2,simple,13.213843750652822,10.183333333333334,0.758689593338918,35.1,8.95,6.836037324047991,-0.22550247006919277,-0.15930613301880192,infants,NA,NA
hespos_2009.1.1_habtosolid.46,7,0.020040750883445924,154.2,simple,21.635225905915565,17.95,0.648732410971981,52.5,20.7,NA,-0.08328588449031607,-0.21350117804017985,infants,NA,NA
hespos_2009.1.1_habtosolid.10,7,1.2378743560016172,140.8,simple,23.787195435079493,21.633333333333333,0.6199964057796566,46.8,20.200000000000003,NA,-0.054122824663215,-0.21257485437643106,infants,NA,NA
hespos_2009.1.1_habtosolid.15,7,0.050643732818755005,168.2,simple,9.422243186559486,6.777777777777778,0.8463092682538461,25.1,2.9000000000000004,6.434324518956857,-0.3135041236251638,-0.10954979773030717,infants,NA,NA
hespos_2009.1.1_habtosolid.42,7,0.9079919290594596,147.8,simple,13.853290824445528,10.683333333333334,0.7401580137726907,37.4,8.55,7.587355487254668,-0.22071565908021268,-0.17040248546170503,infants,NA,NA
hespos_2009.1.1_habtosolid.44,7,-0.025975486403261083,141.8,simple,18.98034948747432,12.183333333333334,0.7805489850914731,52.2,7.8999999999999995,8.481354142253771,-0.169776744258389,-0.25459146034812014,infants,NA,NA
hespos_2009.1.1_habtosolid.29,7,0.45845763824867447,158.2,simple,23.389798346002614,19.444444444444446,0.5613551603040627,50.2,7.5,10.48183790150103,-0.03367178686495173,-0.19122295977627532,infants,NA,NA
hespos_2009.1.1_habtosolid.36,7,1.849216524252842,164.2,simple,12.808538818564227,11.133333333333333,0.6625106285464255,30.4,10.900000000000002,NA,-0.20542317672455002,-0.17864303121581496,infants,NA,NA
hespos_2009.1.1_habtosolid.43,7,0.6523251860396901,144.8,simple,20.380350013350277,15.4,0.7681036437192315,54.7,14.55,NA,-0.13866084436843568,-0.2102780797108459,infants,NA,NA
hespos_2009.1.1_habtosolid.37,7,-0.5400247784582533,142.8,simple,17.396637606158265,15.35,0.65034159275358006,39.800000000000004,15.100000000000001,6.4360057520284935,-0.03321475783008909,0.12677251930604655,infants,NA,NA
hespos_2009.1.1_habtosolid.12,7,1.239384842549192,162.2,simple,22.862611399400553,18.616666666666667,0.5722806357797384,51.4,12.399999999999999,NA,-0.03962988063476788,-0.19230741026180656,infants,NA,NA
